timestamp,rnti,e2_node,f1ap,slice_sd,slice_name,cqi,ri,dl_mcs,ul_mcs,pusch_snr_db,pusch_rsrp_db,phr,dl_brate_bps,ul_brate_bps,dl_nof_ok,dl_nof_nok,dl_latency_us,ul_latency_us,prb_min,prb_max,alloc_req_bps,sla_dl_target_bps
1780487865.094,61444,gnbd_001_001_00000213_4,2,3,CRITICAL,11,1,28,1,2.0,-0.1,0,108136.0,796704.0,69,0,0,0,,,,350000
1780487866.095,61449,gnbd_001_001_00000213_1,0,3,CRITICAL,15,1,0,1,1.4,-0.1,0,0.0,750248.0,0,0,0,0,,,,350000
1780487866.095,61451,gnbd_001_001_00000213_1,1,1,PERFORMANCE,15,1,0,1,1.2,-0.1,0,0.0,779848.0,0,0,0,0,,,,300000
1780487866.095,61452,gnbd_001_001_00000213_1,2,2,BUSINESS,14,1,28,1,1.5,0,0,58752.0,737464.0,35,0,0,0,,,,20000000
1780487866.095,61443,gnbd_001_001_00000213_2,0,3,CRITICAL,15,1,28,1,1.7,-0.1,0,562016.0,779640.0,62,0,0,0,,,,350000
1780487866.095,61445,gnbd_001_001_00000213_2,1,1,PERFORMANCE,11,1,28,5,1.7,-0.2,0,64032.0,593160.0,39,0,0,0,,,,300000
1780487866.095,61446,gnbd_001_001_00000213_2,2,2,BUSINESS,15,1,28,4,1.5,-0.2,0,67768.0,635952.0,42,1,0,0,,,,20000000
1780487866.095,61447,gnbd_001_001_00000213_3,0,3,CRITICAL,15,1,28,3,1.5,-0.1,0,88656.0,538768.0,57,0,0,0,,,,350000
1780487866.095,61448,gnbd_001_001_00000213_3,1,1,PERFORMANCE,15,1,0,3,1.7,-0.2,0,0.0,539816.0,0,0,0,0,,,,300000
1780487866.095,61450,gnbd_001_001_00000213_3,2,2,BUSINESS,15,1,28,2,1.0,-0.1,0,71600.0,536832.0,42,0,0,0,,,,20000000
1780487866.095,61441,gnbd_001_001_00000213_4,0,3,CRITICAL,15,1,0,3,1.1,-0.3,0,0.0,537736.0,0,0,0,0,,,,350000
1780487866.095,61442,gnbd_001_001_00000213_4,1,1,PERFORMANCE,15,1,28,5,1.8,-0.1,0,65584.0,477800.0,41,0,0,0,,,,300000
1780487866.095,61444,gnbd_001_001_00000213_4,2,3,CRITICAL,11,1,28,1,2.0,-0.1,0,108136.0,796704.0,69,0,0,0,,,,350000
1780487867.104,61449,gnbd_001_001_00000213_1,0,3,CRITICAL,15,1,0,2,1.4,-0.1,0,0.0,648128.0,0,0,0,0,,,,350000
1780487867.104,61451,gnbd_001_001_00000213_1,1,1,PERFORMANCE,15,1,0,1,1.3,-0.1,0,0.0,757496.0,0,0,0,0,,,,300000
1780487867.104,61452,gnbd_001_001_00000213_1,2,2,BUSINESS,15,1,28,1,1.5,0,0,57016.0,731608.0,34,0,0,0,,,,20000000
1780487867.104,61443,gnbd_001_001_00000213_2,0,3,CRITICAL,15,1,28,1,1.7,-0.1,0,562016.0,779640.0,62,0,0,0,,,,350000
1780487867.104,61445,gnbd_001_001_00000213_2,1,1,PERFORMANCE,11,1,28,5,1.7,-0.2,0,64032.0,593160.0,39,0,0,0,,,,300000
1780487867.104,61446,gnbd_001_001_00000213_2,2,2,BUSINESS,15,1,28,4,1.5,-0.2,0,67768.0,635952.0,42,1,0,0,,,,20000000
1780487867.104,61447,gnbd_001_001_00000213_3,0,3,CRITICAL,15,1,28,3,1.5,-0.1,0,88656.0,538768.0,57,0,0,0,,,,350000
1780487867.104,61448,gnbd_001_001_00000213_3,1,1,PERFORMANCE,15,1,0,3,1.7,-0.2,0,0.0,539816.0,0,0,0,0,,,,300000
1780487867.104,61450,gnbd_001_001_00000213_3,2,2,BUSINESS,15,1,28,2,1.0,-0.1,0,71600.0,536832.0,42,0,0,0,,,,20000000
1780487867.104,61441,gnbd_001_001_00000213_4,0,3,CRITICAL,15,1,0,3,1.1,-0.3,0,0.0,537736.0,0,0,0,0,,,,350000
